전출지,전입지,계
서울 관악구,충북 제천시,69
서울 관악구,충북 보은군,12
서울 관악구,충북 옥천군,15
서울 관악구,충북 영동군,24
서울 관악구,충북 증평군,12
서울 관악구,충북 진천군,62
서울 관악구,충북 괴산군,18
서울 관악구,충북 음성군,44
서울 관악구,충북 단양군,16
서울 관악구,충남,1429
서울 관악구,충남 천안시,513
서울 관악구,충남 공주시,61
서울 관악구,충남 보령시,57
서울 관악구,충남 아산시,225
서울 관악구,충남 서산시,121
서울 관악구,충남 논산시,48
서울 관악구,충남 계룡시,37
서울 관악구,충남 당진시,102
서울 관악구,충남 금산군,27
서울 관악구,충남 부여군,26
서울 관악구,충남 서천군,28
서울 관악구,충남 청양군,19
서울 관악구,충남 홍성군,79
서울 관악구,충남 예산군,46
서울 관악구,충남 태안군,40
서울 관악구,전특,844
서울 관악구,전특 전주시,337
서울 관악구,전특 군산시,126
서울 관악구,전특 익산시,117
서울 관악구,전특 정읍시,48
서울 관악구,전특 남원시,33
서울 관악구,전특 김제시,25
서울 관악구,전특 완주군,48
서울 관악구,전특 진안군,9
서울 관악구,전특 무주군,13
서울 관악구,전특 장수군,4
서울 관악구,전특 임실군,15
서울 관악구,전특 순창군,20
서울 관악구,전특 고창군,26
서울 관악구,전특 부안군,23
서울 관악구,전남,689
서울 관악구,전남 목포시,80
서울 관악구,전남 여수시,115
서울 관악구,전남 순천시,125
서울 관악구,전남 나주시,37
서울 관악구,전남 광양시,62
서울 관악구,전남 담양군,11
서울 관악구,전남 곡성군,11
서울 관악구,전남 구례군,13
서울 관악구,전남 고흥군,23
서울 관악구,전남 보성군,11
서울 관악구,전남 화순군,14
서울 관악구,전남 장흥군,12
서울 관악구,전남 강진군,13
서울 관악구,전남 해남군,15
서울 관악구,전남 영암군,24
서울 관악구,전남 무안군,30
서울 관악구,전남 함평군,14
서울 관악구,전남 영광군,23
서울 관악구,전남 장성군,20
서울 관악구,전남 완도군,13
서울 관악구,전남 진도군,12
서울 관악구,전남 신안군,11
서울 관악구,경북,928
서울 관악구,경북 포항시,182
서울 관악구,경북 경주시,96
서울 관악구,경북 김천시,58
서울 관악구,경북 안동시,62
서울 관악구,경북 구미시,135
서울 관악구,경북 영주시,52
서울 관악구,경북 영천시,31
서울 관악구,경북 상주시,41
서울 관악구,경북 문경시,39
서울 관악구,경북 경산시,98
서울 관악구,경북 의성군,11
서울 관악구,경북 청송군,3
서울 관악구,경북 영양군,4
서울 관악구,경북 영덕군,10
서울 관악구,경북 청도군,13
서울 관악구,경북 고령군,4
서울 관악구,경북 성주군,3
서울 관악구,경북 칠곡군,33
서울 관악구,경북 예천군,22
서울 관악구,경북 봉화군,9
서울 관악구,경북 울진군,19
서울 관악구,경북 울릉군,3
서울 관악구,경남,1030
서울 관악구,경남 창원시,336
서울 관악구,경남 진주시,138
서울 관악구,경남 통영시,34
서울 관악구,경남 사천시,25
서울 관악구,경남 김해시,159
서울 관악구,경남 밀양시,29
서울 관악구,경남 거제시,99
서울 관악구,경남 양산시,95
서울 관악구,경남 의령군,7
서울 관악구,경남 함안군,10
서울 관악구,경남 창녕군,8
서울 관악구,경남 고성군,8
서울 관악구,경남 남해군,14
서울 관악구,경남 하동군,7
서울 관악구,경남 산청군,9
서울 관악구,경남 함양군,17
서울 관악구,경남 거창군,19
서울 관악구,경남 합천군,16
서울 관악구,제주,481
서울 관악구,제주 제주시,360
서울 관악구,제주 서귀포시,121
서울 서초구,전국,35462
서울 서초구,서울,22144
서울 서초구,서울 종로구,255
서울 서초구,서울 중구,322
서울 서초구,서울 용산구,639
서울 서초구,서울 성동구,605
서울 서초구,서울 광진구,451
서울 서초구,서울 동대문구,356
서울 서초구,서울 중랑구,284
서울 서초구,서울 성북구,350
서울 서초구,서울 강북구,117
서울 서초구,서울 도봉구,150
서울 서초구,서울 노원구,263
서울 서초구,서울 은평구,283
서울 서초구,서울 서대문구,369
서울 서초구,서울 마포구,582
서울 서초구,서울 양천구,260
서울 서초구,서울 강서구,524
서울 서초구,서울 구로구,293
서울 서초구,서울 금천구,210
서울 서초구,서울 영등포구,678
서울 서초구,서울 동작구,1809
서울 서초구,서울 관악구,1327
서울 서초구,서울 서초구,6048
서울 서초구,서울 강남구,3927
서울 서초구,서울 송파구,1337
서울 서초구,서울 강동구,705
서울 서초구,부산,451
서울 서초구,부산 중구,8
서울 서초구,부산 서구,10
서울 서초구,부산 동구,9
서울 서초구,부산 영도구,9
서울 서초구,부산 부산진구,64
서울 서초구,부산 동래구,30
서울 서초구,부산 남구,41
서울 서초구,부산 북구,21
서울 서초구,부산 해운대구,92
서울 서초구,부산 사하구,23
서울 서초구,부산 금정구,27
서울 서초구,부산 강서구,10
서울 서초구,부산 연제구,26
서울 서초구,부산 수영구,47
서울 서초구,부산 사상구,18
서울 서초구,부산 기장군,16
서울 서초구,대구,341
서울 서초구,대구 중구,24
서울 서초구,대구 동구,58
서울 서초구,대구 서구,12
서울 서초구,대구 남구,14
서울 서초구,대구 북구,45
서울 서초구,대구 수성구,113
서울 서초구,대구 달서구,55
서울 서초구,대구 달성군,20
서울 서초구,대구 군위군,0
서울 서초구,인천,951
서울 서초구,인천 중구,110
서울 서초구,인천 동구,11
서울 서초구,인천 미추홀구,93
서울 서초구,인천 연수구,246
서울 서초구,인천 남동구,106
서울 서초구,인천 부평구,114
서울 서초구,인천 계양구,70
서울 서초구,인천 서구,173
서울 서초구,인천 강화군,22
서울 서초구,인천 옹진군,6
서울 서초구,광주,226
서울 서초구,광주 동구,38
서울 서초구,광주 서구,49
서울 서초구,광주 남구,35
서울 서초구,광주 북구,63
서울 서초구,광주 광산구,41
서울 서초구,대전,357
서울 서초구,대전 동구,30
서울 서초구,대전 중구,42
서울 서초구,대전 서구,117
서울 서초구,대전 유성구,149
서울 서초구,대전 대덕구,19
서울 서초구,울산,103
서울 서초구,울산 중구,20
서울 서초구,울산 남구,47
서울 서초구,울산 동구,7
서울 서초구,울산 북구,13
서울 서초구,울산 울주군,16
서울 서초구,세종,164
서울 서초구,세종,164
서울 서초구,경기,7744
서울 서초구,경기 수원시,623
서울 서초구,경기 성남시,1049
서울 서초구,경기 의정부시,111
서울 서초구,경기 안양시,485
서울 서초구,경기 부천시,221
서울 서초구,경기 광명시,105
서울 서초구,경기 평택시,204
서울 서초구,경기 동두천시,14
서울 서초구,경기 안산시,173
서울 서초구,경기 고양시,529
서울 서초구,경기 과천시,354
서울 서초구,경기 구리시,85
서울 서초구,경기 남양주시,290
서울 서초구,경기 오산시,90
서울 서초구,경기 시흥시,142
서울 서초구,경기 군포시,121
서울 서초구,경기 의왕시,150
서울 서초구,경기 하남시,251
서울 서초구,경기 용인시,1043
서울 서초구,경기 파주시,168
서울 서초구,경기 이천시,144
서울 서초구,경기 안성시,104
서울 서초구,경기 김포시,208
서울 서초구,경기 화성시,419
서울 서초구,경기 광주시,279
서울 서초구,경기 양주시,99
서울 서초구,경기 포천시,37
서울 서초구,경기 여주시,63
서울 서초구,경기 연천군,7
서울 서초구,경기 가평군,39
서울 서초구,경기 양평군,137
서울 서초구,강원,491
서울 서초구,강원 춘천시,76
서울 서초구,강원 원주시,128
서울 서초구,강원 강릉시,54
서울 서초구,강원 동해시,28
서울 서초구,강원 태백시,4
서울 서초구,강원 속초시,35
서울 서초구,강원 삼척시,11
서울 서초구,강원 홍천군,23
서울 서초구,강원 횡성군,32
서울 서초구,강원 영월군,13
서울 서초구,강원 평창군,35
서울 서초구,강원 정선군,5
서울 서초구,강원 철원군,8
서울 서초구,강원 화천군,6
서울 서초구,강원 양구군,7
서울 서초구,강원 인제군,8
서울 서초구,강원 고성군,6
서울 서초구,강원 양양군,12
서울 서초구,충북,372
서울 서초구,충북 청주시,185
서울 서초구,충북 충주시,65
서울 서초구,충북 제천시,34
서울 서초구,충북 보은군,4
서울 서초구,충북 옥천군,6
서울 서초구,충북 영동군,12
서울 서초구,충북 증평군,12
서울 서초구,충북 진천군,18
서울 서초구,충북 괴산군,9
서울 서초구,충북 음성군,24
서울 서초구,충북 단양군,3
서울 서초구,충남,520
서울 서초구,충남 천안시,197
서울 서초구,충남 공주시,23
서울 서초구,충남 보령시,21
서울 서초구,충남 아산시,95
서울 서초구,충남 서산시,38
서울 서초구,충남 논산시,12
서울 서초구,충남 계룡시,10
서울 서초구,충남 당진시,43
서울 서초구,충남 금산군,7
서울 서초구,충남 부여군,9
서울 서초구,충남 서천군,9
서울 서초구,충남 청양군,4
서울 서초구,충남 홍성군,13
서울 서초구,충남 예산군,14
서울 서초구,충남 태안군,25
서울 서초구,전특,376
서울 서초구,전특 전주시,164
서울 서초구,전특 군산시,44
서울 서초구,전특 익산시,53
서울 서초구,전특 정읍시,25
서울 서초구,전특 남원시,12
서울 서초구,전특 김제시,11
서울 서초구,전특 완주군,20
서울 서초구,전특 진안군,6
서울 서초구,전특 무주군,4
서울 서초구,전특 장수군,1
서울 서초구,전특 임실군,5
서울 서초구,전특 순창군,9
서울 서초구,전특 고창군,14
서울 서초구,전특 부안군,8
서울 서초구,전남,253
서울 서초구,전남 목포시,22
서울 서초구,전남 여수시,39
서울 서초구,전남 순천시,33
서울 서초구,전남 나주시,19
서울 서초구,전남 광양시,24
서울 서초구,전남 담양군,2
서울 서초구,전남 곡성군,4
서울 서초구,전남 구례군,12
서울 서초구,전남 고흥군,6
서울 서초구,전남 보성군,6
서울 서초구,전남 화순군,3
서울 서초구,전남 장흥군,5
서울 서초구,전남 강진군,8
서울 서초구,전남 해남군,10
서울 서초구,전남 영암군,8
서울 서초구,전남 무안군,22
서울 서초구,전남 함평군,4
서울 서초구,전남 영광군,9
서울 서초구,전남 장성군,7
서울 서초구,전남 완도군,4
서울 서초구,전남 진도군,3
서울 서초구,전남 신안군,3
서울 서초구,경북,346
서울 서초구,경북 포항시,68
서울 서초구,경북 경주시,26
서울 서초구,경북 김천시,32
서울 서초구,경북 안동시,21
서울 서초구,경북 구미시,57
서울 서초구,경북 영주시,24
서울 서초구,경북 영천시,11
서울 서초구,경북 상주시,11
서울 서초구,경북 문경시,13
서울 서초구,경북 경산시,32
서울 서초구,경북 의성군,4
서울 서초구,경북 청송군,2
서울 서초구,경북 영양군,0
서울 서초구,경북 영덕군,1
서울 서초구,경북 청도군,3
서울 서초구,경북 고령군,3
서울 서초구,경북 성주군,3
서울 서초구,경북 칠곡군,13
서울 서초구,경북 예천군,8
서울 서초구,경북 봉화군,6
서울 서초구,경북 울진군,6
서울 서초구,경북 울릉군,2
서울 서초구,경남,358
서울 서초구,경남 창원시,115
서울 서초구,경남 진주시,41
서울 서초구,경남 통영시,20
서울 서초구,경남 사천시,17
서울 서초구,경남 김해시,56
서울 서초구,경남 밀양시,10
서울 서초구,경남 거제시,29
서울 서초구,경남 양산시,28
서울 서초구,경남 의령군,3
서울 서초구,경남 함안군,4
서울 서초구,경남 창녕군,3
서울 서초구,경남 고성군,4
서울 서초구,경남 남해군,5
서울 서초구,경남 하동군,5
서울 서초구,경남 산청군,5
서울 서초구,경남 함양군,4
서울 서초구,경남 거창군,8
서울 서초구,경남 합천군,1
서울 서초구,제주,265
서울 서초구,제주 제주시,149
서울 서초구,제주 서귀포시,116
서울 강남구,전국,53968
서울 강남구,서울,33630
서울 강남구,서울 종로구,368
서울 강남구,서울 중구,452
서울 강남구,서울 용산구,742
서울 강남구,서울 성동구,1323
서울 강남구,서울 광진구,1115
서울 강남구,서울 동대문구,625
서울 강남구,서울 중랑구,486
서울 강남구,서울 성북구,508
서울 강남구,서울 강북구,217
서울 강남구,서울 도봉구,206
서울 강남구,서울 노원구,430
서울 강남구,서울 은평구,395
서울 강남구,서울 서대문구,479
서울 강남구,서울 마포구,735
서울 강남구,서울 양천구,376
서울 강남구,서울 강서구,690
서울 강남구,서울 구로구,343
서울 강남구,서울 금천구,224
서울 강남구,서울 영등포구,742
서울 강남구,서울 동작구,960
서울 강남구,서울 관악구,1367
서울 강남구,서울 서초구,3269
서울 강남구,서울 강남구,12683
서울 강남구,서울 송파구,3509
서울 강남구,서울 강동구,1386
서울 강남구,부산,848
서울 강남구,부산 중구,8
서울 강남구,부산 서구,28
서울 강남구,부산 동구,17
서울 강남구,부산 영도구,16
서울 강남구,부산 부산진구,83
서울 강남구,부산 동래구,73
서울 강남구,부산 남구,69
서울 강남구,부산 북구,38
서울 강남구,부산 해운대구,207
서울 강남구,부산 사하구,32
서울 강남구,부산 금정구,67
서울 강남구,부산 강서구,20
서울 강남구,부산 연제구,58
서울 강남구,부산 수영구,86
서울 강남구,부산 사상구,18
서울 강남구,부산 기장군,28
서울 강남구,대구,587
서울 강남구,대구 중구,40
서울 강남구,대구 동구,96
서울 강남구,대구 서구,15
서울 강남구,대구 남구,27
서울 강남구,대구 북구,79
서울 강남구,대구 수성구,199
서울 강남구,대구 달서구,97
서울 강남구,대구 달성군,30
서울 강남구,대구 군위군,4
서울 강남구,인천,1453
서울 강남구,인천 중구,133
서울 강남구,인천 동구,13
서울 강남구,인천 미추홀구,168
서울 강남구,인천 연수구,361
서울 강남구,인천 남동구,152
서울 강남구,인천 부평구,191
서울 강남구,인천 계양구,98
서울 강남구,인천 서구,301
서울 강남구,인천 강화군,29
서울 강남구,인천 옹진군,7
서울 강남구,광주,406
서울 강남구,광주 동구,48
서울 강남구,광주 서구,106
서울 강남구,광주 남구,75
서울 강남구,광주 북구,95
서울 강남구,광주 광산구,82
서울 강남구,대전,573
서울 강남구,대전 동구,51
서울 강남구,대전 중구,66
서울 강남구,대전 서구,192
서울 강남구,대전 유성구,228
서울 강남구,대전 대덕구,36
서울 강남구,울산,214
서울 강남구,울산 중구,32
서울 강남구,울산 남구,100
서울 강남구,울산 동구,23
서울 강남구,울산 북구,24
서울 강남구,울산 울주군,35
서울 강남구,세종,277
서울 강남구,세종,277
서울 강남구,경기,11402
서울 강남구,경기 수원시,896
서울 강남구,경기 성남시,1984
서울 강남구,경기 의정부시,220
서울 강남구,경기 안양시,450
서울 강남구,경기 부천시,299
서울 강남구,경기 광명시,162
서울 강남구,경기 평택시,269
서울 강남구,경기 동두천시,32
서울 강남구,경기 안산시,224
서울 강남구,경기 고양시,731
서울 강남구,경기 과천시,216
서울 강남구,경기 구리시,197
서울 강남구,경기 남양주시,627
서울 강남구,경기 오산시,123
서울 강남구,경기 시흥시,201
서울 강남구,경기 군포시,123
서울 강남구,경기 의왕시,118
서울 강남구,경기 하남시,615
서울 강남구,경기 용인시,1425
서울 강남구,경기 파주시,246
서울 강남구,경기 이천시,199
서울 강남구,경기 안성시,121
서울 강남구,경기 김포시,276
서울 강남구,경기 화성시,631
서울 강남구,경기 광주시,427
서울 강남구,경기 양주시,173
서울 강남구,경기 포천시,66
서울 강남구,경기 여주시,78
서울 강남구,경기 연천군,12
서울 강남구,경기 가평군,72
서울 강남구,경기 양평군,189
서울 강남구,강원,767
서울 강남구,강원 춘천시,138
서울 강남구,강원 원주시,203
서울 강남구,강원 강릉시,99
서울 강남구,강원 동해시,28
서울 강남구,강원 태백시,10
서울 강남구,강원 속초시,51
서울 강남구,강원 삼척시,19
서울 강남구,강원 홍천군,22
서울 강남구,강원 횡성군,67
서울 강남구,강원 영월군,17
서울 강남구,강원 평창군,23
서울 강남구,강원 정선군,13
서울 강남구,강원 철원군,24
서울 강남구,강원 화천군,9
서울 강남구,강원 양구군,8
서울 강남구,강원 인제군,10
서울 강남구,강원 고성군,15
서울 강남구,강원 양양군,11
서울 강남구,충북,503
서울 강남구,충북 청주시,262
서울 강남구,충북 충주시,71
서울 강남구,충북 제천시,42
서울 강남구,충북 보은군,7
서울 강남구,충북 옥천군,15
서울 강남구,충북 영동군,9
서울 강남구,충북 증평군,9
서울 강남구,충북 진천군,28
서울 강남구,충북 괴산군,19
서울 강남구,충북 음성군,29
서울 강남구,충북 단양군,12
서울 강남구,충남,764
서울 강남구,충남 천안시,308
서울 강남구,충남 공주시,32
서울 강남구,충남 보령시,34
서울 강남구,충남 아산시,133
서울 강남구,충남 서산시,51
서울 강남구,충남 논산시,26
서울 강남구,충남 계룡시,19
서울 강남구,충남 당진시,44
서울 강남구,충남 금산군,9
서울 강남구,충남 부여군,15
서울 강남구,충남 서천군,11
서울 강남구,충남 청양군,12
서울 강남구,충남 홍성군,22
서울 강남구,충남 예산군,20
서울 강남구,충남 태안군,28
서울 강남구,전특,539
서울 강남구,전특 전주시,228
서울 강남구,전특 군산시,69
서울 강남구,전특 익산시,86
서울 강남구,전특 정읍시,22
서울 강남구,전특 남원시,21
서울 강남구,전특 김제시,19
서울 강남구,전특 완주군,26
서울 강남구,전특 진안군,6
서울 강남구,전특 무주군,8
서울 강남구,전특 장수군,7
서울 강남구,전특 임실군,5
서울 강남구,전특 순창군,5
서울 강남구,전특 고창군,20
서울 강남구,전특 부안군,17
서울 강남구,전남,420
서울 강남구,전남 목포시,54
서울 강남구,전남 여수시,68
서울 강남구,전남 순천시,75
서울 강남구,전남 나주시,32
서울 강남구,전남 광양시,38
서울 강남구,전남 담양군,6
서울 강남구,전남 곡성군,4
서울 강남구,전남 구례군,5
서울 강남구,전남 고흥군,10
서울 강남구,전남 보성군,6
서울 강남구,전남 화순군,16
서울 강남구,전남 장흥군,11
서울 강남구,전남 강진군,8
서울 강남구,전남 해남군,8
서울 강남구,전남 영암군,10
서울 강남구,전남 무안군,18
서울 강남구,전남 함평군,8
서울 강남구,전남 영광군,17
서울 강남구,전남 장성군,6
서울 강남구,전남 완도군,5
서울 강남구,전남 진도군,7
서울 강남구,전남 신안군,8
서울 강남구,경북,552
서울 강남구,경북 포항시,106
서울 강남구,경북 경주시,64
서울 강남구,경북 김천시,41
서울 강남구,경북 안동시,48
서울 강남구,경북 구미시,68
서울 강남구,경북 영주시,28
서울 강남구,경북 영천시,14
서울 강남구,경북 상주시,16
서울 강남구,경북 문경시,21
서울 강남구,경북 경산시,66
서울 강남구,경북 의성군,7
서울 강남구,경북 청송군,4
서울 강남구,경북 영양군,2
서울 강남구,경북 영덕군,6
서울 강남구,경북 청도군,6
서울 강남구,경북 고령군,3
서울 강남구,경북 성주군,2
서울 강남구,경북 칠곡군,8
서울 강남구,경북 예천군,21
서울 강남구,경북 봉화군,6
서울 강남구,경북 울진군,15
서울 강남구,경북 울릉군,0
서울 강남구,경남,617
서울 강남구,경남 창원시,209
서울 강남구,경남 진주시,104
서울 강남구,경남 통영시,17
서울 강남구,경남 사천시,17
서울 강남구,경남 김해시,81
서울 강남구,경남 밀양시,11
서울 강남구,경남 거제시,47
서울 강남구,경남 양산시,55
서울 강남구,경남 의령군,1
서울 강남구,경남 함안군,2
서울 강남구,경남 창녕군,4
서울 강남구,경남 고성군,3
서울 강남구,경남 남해군,7
서울 강남구,경남 하동군,13
서울 강남구,경남 산청군,5
서울 강남구,경남 함양군,12
서울 강남구,경남 거창군,20
서울 강남구,경남 합천군,9
서울 강남구,제주,416
서울 강남구,제주 제주시,263
서울 강남구,제주 서귀포시,153
서울 송파구,전국,59659
서울 송파구,서울,35684
서울 송파구,서울 종로구,253
서울 송파구,서울 중구,279
서울 송파구,서울 용산구,408
서울 송파구,서울 성동구,717
서울 송파구,서울 광진구,1143
서울 송파구,서울 동대문구,583
서울 송파구,서울 중랑구,571
서울 송파구,서울 성북구,499
서울 송파구,서울 강북구,254
서울 송파구,서울 도봉구,238
서울 송파구,서울 노원구,499
서울 송파구,서울 은평구,384
서울 송파구,서울 서대문구,377
서울 송파구,서울 마포구,612
서울 송파구,서울 양천구,303
서울 송파구,서울 강서구,684
서울 송파구,서울 구로구,330
서울 송파구,서울 금천구,220
서울 송파구,서울 영등포구,686
서울 송파구,서울 동작구,676
서울 송파구,서울 관악구,1002
서울 송파구,서울 서초구,1099
서울 송파구,서울 강남구,3704
서울 송파구,서울 송파구,14885
서울 송파구,서울 강동구,5278
서울 송파구,부산,613
서울 송파구,부산 중구,8
서울 송파구,부산 서구,23
서울 송파구,부산 동구,12
서울 송파구,부산 영도구,12
서울 송파구,부산 부산진구,70
서울 송파구,부산 동래구,47
서울 송파구,부산 남구,52
서울 송파구,부산 북구,28
서울 송파구,부산 해운대구,117
서울 송파구,부산 사하구,29
서울 송파구,부산 금정구,44
서울 송파구,부산 강서구,30
서울 송파구,부산 연제구,37
서울 송파구,부산 수영구,58
서울 송파구,부산 사상구,19
서울 송파구,부산 기장군,27
서울 송파구,대구,495
서울 송파구,대구 중구,28
서울 송파구,대구 동구,85
서울 송파구,대구 서구,21
서울 송파구,대구 남구,35
서울 송파구,대구 북구,66
서울 송파구,대구 수성구,130
서울 송파구,대구 달서구,94
서울 송파구,대구 달성군,33
서울 송파구,대구 군위군,3
서울 송파구,인천,1444
서울 송파구,인천 중구,144
서울 송파구,인천 동구,12
서울 송파구,인천 미추홀구,169
서울 송파구,인천 연수구,329
서울 송파구,인천 남동구,167
서울 송파구,인천 부평구,183
서울 송파구,인천 계양구,86
서울 송파구,인천 서구,314
서울 송파구,인천 강화군,32
서울 송파구,인천 옹진군,8
서울 송파구,광주,324
서울 송파구,광주 동구,34
서울 송파구,광주 서구,77
서울 송파구,광주 남구,52
서울 송파구,광주 북구,104
서울 송파구,광주 광산구,57
서울 송파구,대전,534
서울 송파구,대전 동구,61
서울 송파구,대전 중구,59
서울 송파구,대전 서구,160
서울 송파구,대전 유성구,218
서울 송파구,대전 대덕구,36
서울 송파구,울산,187
서울 송파구,울산 중구,36
서울 송파구,울산 남구,67
서울 송파구,울산 동구,25
서울 송파구,울산 북구,25
서울 송파구,울산 울주군,34
서울 송파구,세종,229
서울 송파구,세종,229
서울 송파구,경기,15203
서울 송파구,경기 수원시,878
서울 송파구,경기 성남시,2509
서울 송파구,경기 의정부시,298
서울 송파구,경기 안양시,473
서울 송파구,경기 부천시,314
서울 송파구,경기 광명시,132
서울 송파구,경기 평택시,378
서울 송파구,경기 동두천시,39
서울 송파구,경기 안산시,251
서울 송파구,경기 고양시,664
서울 송파구,경기 과천시,141
서울 송파구,경기 구리시,378
서울 송파구,경기 남양주시,1117
서울 송파구,경기 오산시,120
서울 송파구,경기 시흥시,193
서울 송파구,경기 군포시,142
서울 송파구,경기 의왕시,109
서울 송파구,경기 하남시,2167
서울 송파구,경기 용인시,1436
서울 송파구,경기 파주시,290
서울 송파구,경기 이천시,273
서울 송파구,경기 안성시,174
서울 송파구,경기 김포시,260
서울 송파구,경기 화성시,720
서울 송파구,경기 광주시,814
서울 송파구,경기 양주시,274
서울 송파구,경기 포천시,107
서울 송파구,경기 여주시,97
서울 송파구,경기 연천군,31
서울 송파구,경기 가평군,100
서울 송파구,경기 양평군,324
서울 송파구,강원,986
서울 송파구,강원 춘천시,206
서울 송파구,강원 원주시,219
서울 송파구,강원 강릉시,124
서울 송파구,강원 동해시,32
서울 송파구,강원 태백시,14
서울 송파구,강원 속초시,86
서울 송파구,강원 삼척시,23
서울 송파구,강원 홍천군,48
서울 송파구,강원 횡성군,28
서울 송파구,강원 영월군,17
서울 송파구,강원 평창군,39
서울 송파구,강원 정선군,13
서울 송파구,강원 철원군,25
서울 송파구,강원 화천군,28
서울 송파구,강원 양구군,14
서울 송파구,강원 인제군,31
서울 송파구,강원 고성군,18
서울 송파구,강원 양양군,21
서울 송파구,충북,629
서울 송파구,충북 청주시,286
서울 송파구,충북 충주시,123
서울 송파구,충북 제천시,40
서울 송파구,충북 보은군,7
서울 송파구,충북 옥천군,10
서울 송파구,충북 영동군,14
서울 송파구,충북 증평군,19
서울 송파구,충북 진천군,37
서울 송파구,충북 괴산군,20
서울 송파구,충북 음성군,62
서울 송파구,충북 단양군,11
서울 송파구,충남,898
서울 송파구,충남 천안시,301
서울 송파구,충남 공주시,29
서울 송파구,충남 보령시,35
서울 송파구,충남 아산시,165
서울 송파구,충남 서산시,73
서울 송파구,충남 논산시,28
서울 송파구,충남 계룡시,32
서울 송파구,충남 당진시,74
서울 송파구,충남 금산군,12
서울 송파구,충남 부여군,16
서울 송파구,충남 서천군,12
서울 송파구,충남 청양군,11
서울 송파구,충남 홍성군,46
서울 송파구,충남 예산군,31
서울 송파구,충남 태안군,33
서울 송파구,전특,563
서울 송파구,전특 전주시,222
서울 송파구,전특 군산시,62
서울 송파구,전특 익산시,93
서울 송파구,전특 정읍시,26
서울 송파구,전특 남원시,28
서울 송파구,전특 김제시,26
서울 송파구,전특 완주군,36
서울 송파구,전특 진안군,5
서울 송파구,전특 무주군,7
서울 송파구,전특 장수군,3
서울 송파구,전특 임실군,8
서울 송파구,전특 순창군,7
서울 송파구,전특 고창군,21
서울 송파구,전특 부안군,19
서울 송파구,전남,428
서울 송파구,전남 목포시,54
서울 송파구,전남 여수시,48
서울 송파구,전남 순천시,60
서울 송파구,전남 나주시,44
서울 송파구,전남 광양시,38
서울 송파구,전남 담양군,5
서울 송파구,전남 곡성군,8
서울 송파구,전남 구례군,13
서울 송파구,전남 고흥군,17
서울 송파구,전남 보성군,8
서울 송파구,전남 화순군,9
서울 송파구,전남 장흥군,4
서울 송파구,전남 강진군,10
서울 송파구,전남 해남군,10
서울 송파구,전남 영암군,11
서울 송파구,전남 무안군,24
서울 송파구,전남 함평군,5
서울 송파구,전남 영광군,18
서울 송파구,전남 장성군,11
서울 송파구,전남 완도군,7
서울 송파구,전남 진도군,7
서울 송파구,전남 신안군,17
서울 송파구,경북,587
서울 송파구,경북 포항시,112
서울 송파구,경북 경주시,65
서울 송파구,경북 김천시,33
서울 송파구,경북 안동시,33
서울 송파구,경북 구미시,69
서울 송파구,경북 영주시,37
서울 송파구,경북 영천시,10
서울 송파구,경북 상주시,26
서울 송파구,경북 문경시,26
서울 송파구,경북 경산시,66
서울 송파구,경북 의성군,8
서울 송파구,경북 청송군,1
서울 송파구,경북 영양군,3
서울 송파구,경북 영덕군,14
서울 송파구,경북 청도군,9
서울 송파구,경북 고령군,6
서울 송파구,경북 성주군,6
서울 송파구,경북 칠곡군,10
서울 송파구,경북 예천군,14
서울 송파구,경북 봉화군,6
서울 송파구,경북 울진군,24
서울 송파구,경북 울릉군,9
서울 송파구,경남,502
서울 송파구,경남 창원시,150
서울 송파구,경남 진주시,78
서울 송파구,경남 통영시,20
서울 송파구,경남 사천시,27
서울 송파구,경남 김해시,59
서울 송파구,경남 밀양시,14
서울 송파구,경남 거제시,40
서울 송파구,경남 양산시,38
서울 송파구,경남 의령군,3
서울 송파구,경남 함안군,5
서울 송파구,경남 창녕군,10
서울 송파구,경남 고성군,7
서울 송파구,경남 남해군,9
서울 송파구,경남 하동군,7
서울 송파구,경남 산청군,8
서울 송파구,경남 함양군,8
서울 송파구,경남 거창군,16
서울 송파구,경남 합천군,3
서울 송파구,제주,353
서울 송파구,제주 제주시,213
서울 송파구,제주 서귀포시,140
서울 강동구,전국,40261
서울 강동구,서울,23928
서울 강동구,서울 종로구,154
서울 강동구,서울 중구,189
서울 강동구,서울 용산구,195
서울 강동구,서울 성동구,480
서울 강동구,서울 광진구,781
서울 강동구,서울 동대문구,517
서울 강동구,서울 중랑구,583
서울 강동구,서울 성북구,315
서울 강동구,서울 강북구,160
서울 강동구,서울 도봉구,176
서울 강동구,서울 노원구,433
서울 강동구,서울 은평구,265
서울 강동구,서울 서대문구,246
서울 강동구,서울 마포구,338
서울 강동구,서울 양천구,169
서울 강동구,서울 강서구,433
서울 강동구,서울 구로구,214
서울 강동구,서울 금천구,168
서울 강동구,서울 영등포구,354
서울 강동구,서울 동작구,366
서울 강동구,서울 관악구,519
서울 강동구,서울 서초구,356
서울 강동구,서울 강남구,983
서울 강동구,서울 송파구,2794
서울 강동구,서울 강동구,12740
서울 강동구,부산,333
서울 강동구,부산 중구,5
서울 강동구,부산 서구,13
서울 강동구,부산 동구,7
서울 강동구,부산 영도구,10
서울 강동구,부산 부산진구,38
서울 강동구,부산 동래구,30
서울 강동구,부산 남구,36
