8,서울,서울,서울,서울,"""877,128""","""877,185""","""876,857""","""873,791""","""870,742""","""871,897""","""881,834""","""886,216""","""888,511""","""889,368""","""890,267""","""893,100""","""897,254""","""903,824""","""907,112""","""911,604""","""917,127""","""928,126""","""1,109,300""","""1,119,250""","""1,130,427""","""1,140,659""","""1,148,288""","""1,151,469""","""1,151,721""","""1,150,842""","""1,150,146""","""1,150,416""","""1,148,808""","""1,148,214""","""1,146,116""","""1,141,614""","""1,133,698""","""1,120,095""","""1,098,168""","""1,067,590""","""1,043,267""","""1,032,617""","""1,026,189""","""1,022,977""","""1,025,003""","""1,028,655""","""1,033,015""","""1,039,774""","""1,046,318""","""1,050,907""","""1,052,596""","""1,051,458""","""1,052,234""","""1,050,926""","""1,051,339""","""1,053,752""","""1,056,975""","""1,065,067""","""1,082,648""","""1,101,592""","""1,113,526""","""1,120,374""","""1,124,638""","""1,126,489""","""1,127,466""","""1,133,449""","""1,151,101""","""1,166,337""","""1,177,187""","""1,205,547""","""1,224,498""","""1,232,361""","""1,241,489"""
9,서울,강북지역,강북지역,강북지역,"""675,350""","""676,819""","""678,287""","""678,617""","""677,858""","""678,430""","""685,811""","""689,877""","""692,167""","""693,234""","""694,164""","""696,247""","""698,717""","""703,759""","""706,869""","""709,378""","""712,028""","""717,529""","""932,956""","""940,618""","""947,553""","""954,872""","""960,377""","""961,984""","""961,800""","""960,755""","""959,597""","""959,310""","""959,207""","""958,222""","""955,028""","""949,461""","""941,692""","""930,467""","""911,312""","""880,356""","""860,837""","""852,273""","""844,874""","""840,253""","""839,034""","""839,228""","""841,410""","""845,632""","""850,513""","""854,064""","""855,732""","""855,227""","""858,607""","""857,325""","""857,580""","""858,996""","""861,219""","""867,403""","""878,901""","""891,055""","""899,041""","""903,916""","""906,809""","""907,742""","""907,973""","""908,581""","""913,068""","""922,105""","""925,924""","""938,275""","""949,578""","""953,924""","""960,643"""
10,서울,강북지역,도심권,도심권,"""1,138,146""","""1,139,670""","""1,140,734""","""1,139,946""","""1,138,092""","""1,138,299""","""1,146,247""","""1,151,761""","""1,155,219""","""1,156,252""","""1,157,417""","""1,160,062""","""1,163,121""","""1,168,493""","""1,171,130""","""1,173,839""","""1,176,631""","""1,181,377""","""1,320,062""","""1,330,641""","""1,341,669""","""1,356,861""","""1,369,520""","""1,373,459""","""1,374,041""","""1,372,942""","""1,370,817""","""1,371,801""","""1,373,346""","""1,373,027""","""1,370,250""","""1,364,560""","""1,355,350""","""1,342,115""","""1,320,889""","""1,283,578""","""1,256,852""","""1,247,884""","""1,237,881""","""1,233,100""","""1,233,719""","""1,233,729""","""1,236,013""","""1,241,968""","""1,249,977""","""1,256,819""","""1,260,617""","""1,259,945""","""1,281,289""","""1,280,575""","""1,281,537""","""1,284,208""","""1,288,765""","""1,299,979""","""1,319,549""","""1,336,694""","""1,348,546""","""1,357,507""","""1,364,524""","""1,367,402""","""1,369,235""","""1,371,348""","""1,380,825""","""1,392,010""","""1,399,302""","""1,422,473""","""1,442,149""","""1,450,149""","""1,460,342"""
11,서울,강북지역,도심권,종로구,"""1,022,319""","""1,023,083""","""1,023,917""","""1,023,250""","""1,021,861""","""1,022,514""","""1,029,542""","""1,033,625""","""1,036,486""","""1,036,681""","""1,037,986""","""1,039,903""","""1,041,444""","""1,044,347""","""1,045,819""","""1,047,819""","""1,048,722""","""1,050,750""","""986,488""","""993,400""","""1,000,450""","""1,010,325""","""1,019,263""","""1,020,950""","""1,020,513""","""1,018,100""","""1,016,508""","""1,015,970""","""1,015,670""","""1,014,683""","""1,010,645""","""1,002,308""","""990,920""","""977,845""","""962,933""","""937,788""","""913,802""","""905,123""","""896,901""","""893,358""","""891,642""","""891,599""","""892,493""","""894,653""","""900,209""","""904,562""","""905,864""","""905,173""","""903,061""","""903,002""","""903,624""","""903,673""","""906,198""","""913,039""","""925,515""","""934,165""","""940,360""","""945,128""","""951,149""","""952,241""","""951,790""","""952,541""","""956,262""","""965,994""","""970,175""","""980,608""","""990,717""","""995,102""","""998,584"""
12,서울,강북지역,도심권,중구,"""795,743""","""796,557""","""797,357""","""796,986""","""796,157""","""796,086""","""802,257""","""806,143""","""807,771""","""808,743""","""809,900""","""812,157""","""814,614""","""820,100""","""822,257""","""823,314""","""824,371""","""829,486""","""1,055,520""","""1,062,180""","""1,069,810""","""1,079,570""","""1,088,060""","""1,089,582""","""1,089,782""","""1,089,122""","""1,087,792""","""1,087,422""","""1,086,812""","""1,085,282""","""1,081,042""","""1,071,484""","""1,062,295""","""1,047,665""","""1,024,874""","""985,688""","""974,875""","""963,031""","""955,210""","""950,305""","""950,437""","""948,484""","""949,390""","""952,701""","""959,192""","""963,927""","""965,541""","""964,592""","""957,545""","""956,937""","""957,433""","""958,649""","""960,727""","""966,930""","""977,510""","""986,921""","""992,785""","""997,636""","""1,002,000""","""1,003,636""","""1,003,692""","""1,003,953""","""1,005,262""","""1,004,414""","""1,006,207""","""1,014,577""","""1,023,315""","""1,027,423""","""1,037,180"""
13,서울,강북지역,도심권,용산구,"""1,389,939""","""1,392,207""","""1,393,524""","""1,392,439""","""1,389,780""","""1,389,963""","""1,399,354""","""1,406,439""","""1,411,232""","""1,412,659""","""1,413,768""","""1,416,951""","""1,421,012""","""1,427,366""","""1,430,780""","""1,434,768""","""1,439,390""","""1,445,073""","""1,691,671""","""1,707,042""","""1,722,671""","""1,744,636""","""1,762,294""","""1,769,182""","""1,770,601""","""1,769,930""","""1,766,951""","""1,769,734""","""1,773,818""","""1,774,720""","""1,773,671""","""1,772,168""","""1,764,161""","""1,751,811""","""1,728,147""","""1,685,343""","""1,651,897""","""1,644,856""","""1,632,281""","""1,626,904""","""1,629,171""","""1,630,637""","""1,634,692""","""1,644,671""","""1,655,144""","""1,664,897""","""1,671,664""","""1,671,205""","""1,716,093""","""1,714,947""","""1,716,424""","""1,721,550""","""1,728,967""","""1,746,106""","""1,775,901""","""1,803,139""","""1,822,305""","""1,836,457""","""1,845,894""","""1,850,623""","""1,854,954""","""1,859,119""","""1,877,510""","""1,907,684""","""1,920,691""","""1,961,625""","""1,994,513""","""2,007,329""","""2,021,507"""
14,서울,강북지역,동북권,동북권,"""585,414""","""586,815""","""588,416""","""589,155""","""588,821""","""589,687""","""596,352""","""600,137""","""602,112""","""603,028""","""603,947""","""605,798""","""608,112""","""612,746""","""615,890""","""618,404""","""621,046""","""626,294""","""850,294""","""857,434""","""863,398""","""868,135""","""871,360""","""872,612""","""872,382""","""871,518""","""870,611""","""870,152""","""869,928""","""868,980""","""866,076""","""861,189""","""854,392""","""843,836""","""824,613""","""795,499""","""776,981""","""768,977""","""762,030""","""757,427""","""755,881""","""755,847""","""757,719""","""761,441""","""765,663""","""768,659""","""770,028""","""769,823""","""770,728""","""769,497""","""769,482""","""770,345""","""771,987""","""776,866""","""785,883""","""796,702""","""803,741""","""807,596""","""809,711""","""810,364""","""810,319""","""810,583""","""813,755""","""819,965""","""822,410""","""831,032""","""840,150""","""844,186""","""850,066"""
15,서울,강북지역,동북권,성동구,"""899,118""","""900,431""","""901,725""","""901,549""","""900,892""","""902,245""","""910,716""","""916,402""","""918,667""","""920,020""","""921,108""","""923,402""","""927,029""","""934,049""","""938,029""","""940,000""","""942,235""","""947,157""","""1,344,052""","""1,351,519""","""1,357,976""","""1,363,538""","""1,367,371""","""1,368,833""","""1,368,995""","""1,368,362""","""1,367,410""","""1,366,929""","""1,367,605""","""1,367,343""","""1,366,362""","""1,365,448""","""1,361,776""","""1,353,681""","""1,335,924""","""1,311,038""","""1,297,276""","""1,287,462""","""1,277,910""","""1,272,186""","""1,272,219""","""1,272,495""","""1,278,805""","""1,291,662""","""1,302,752""","""1,310,271""","""1,315,167""","""1,318,738""","""1,317,848""","""1,315,205""","""1,315,948""","""1,320,495""","""1,329,505""","""1,347,105""","""1,381,157""","""1,418,900""","""1,436,781""","""1,448,295""","""1,456,752""","""1,458,733""","""1,460,167""","""1,462,662""","""1,479,133""","""1,491,938""","""1,503,659""","""1,545,796""","""1,587,493""","""1,604,327""","""1,630,161"""
16,서울,강북지역,동북권,광진구,"""1,014,402""","""1,014,671""","""1,014,598""","""1,013,671""","""1,012,195""","""1,013,329""","""1,021,037""","""1,025,866""","""1,029,256""","""1,030,878""","""1,032,220""","""1,034,524""","""1,038,378""","""1,047,439""","""1,053,024""","""1,056,524""","""1,059,476""","""1,063,805""","""1,234,964""","""1,241,414""","""1,245,636""","""1,249,686""","""1,252,843""","""1,254,029""","""1,254,100""","""1,253,471""","""1,252,771""","""1,252,357""","""1,252,850""","""1,251,629""","""1,250,286""","""1,248,193""","""1,245,029""","""1,238,043""","""1,221,800""","""1,194,356""","""1,162,454""","""1,146,302""","""1,129,330""","""1,118,575""","""1,112,899""","""1,113,575""","""1,117,010""","""1,123,707""","""1,129,493""","""1,136,217""","""1,140,100""","""1,140,052""","""1,131,133""","""1,131,445""","""1,133,833""","""1,135,887""","""1,138,248""","""1,148,567""","""1,164,288""","""1,185,288""","""1,200,996""","""1,208,683""","""1,211,554""","""1,214,547""","""1,216,282""","""1,218,316""","""1,228,955""","""1,221,661""","""1,228,285""","""1,249,742""","""1,272,970""","""1,282,997""","""1,298,775"""
17,서울,강북지역,동북권,동대문구,"""652,774""","""654,802""","""656,208""","""656,472""","""655,708""","""657,179""","""665,679""","""669,858""","""673,406""","""674,415""","""675,151""","""677,453""","""680,226""","""686,179""","""689,066""","""691,019""","""692,849""","""695,896""","""864,442""","""869,689""","""876,267""","""879,670""","""881,262""","""882,126""","""882,004""","""881,426""","""880,786""","""880,830""","""881,204""","""879,859""","""877,408""","""872,209""","""865,913""","""855,997""","""836,167""","""800,727""","""780,762""","""770,330""","""761,786""","""756,373""","""753,798""","""753,166""","""755,627""","""761,009""","""767,156""","""772,854""","""775,090""","""775,014""","""780,581""","""779,234""","""779,541""","""780,090""","""781,202""","""786,430""","""796,239""","""805,341""","""811,160""","""814,095""","""814,865""","""814,888""","""814,047""","""813,512""","""813,977""","""838,378""","""839,364""","""841,283""","""845,921""","""849,663""","""854,871"""
18,서울,강북지역,동북권,중랑구,"""451,372""","""452,181""","""453,085""","""453,660""","""453,798""","""454,000""","""458,202""","""461,213""","""463,415""","""464,234""","""465,032""","""465,979""","""467,638""","""469,957""","""471,404""","""472,968""","""474,011""","""476,457""","""638,929""","""644,734""","""649,806""","""652,286""","""654,594""","""655,869""","""656,223""","""656,400""","""656,097""","""655,840""","""655,669""","""655,286""","""654,286""","""651,275""","""646,526""","""639,126""","""625,811""","""606,670""","""595,116""","""587,933""","""583,138""","""580,261""","""578,602""","""578,299""","""579,331""","""581,055""","""583,893""","""585,420""","""585,820""","""585,423""","""587,626""","""586,611""","""586,095""","""585,784""","""586,242""","""589,123""","""593,191""","""598,649""","""602,370""","""605,159""","""606,419""","""606,335""","""605,751""","""605,461""","""605,551""","""616,156""","""616,182""","""616,724""","""617,758""","""618,398""","""619,026"""
19,서울,강북지역,동북권,성북구,"""589,518""","""590,634""","""592,536""","""592,268""","""591,607""","""591,839""","""597,393""","""601,402""","""603,741""","""604,429""","""605,696""","""607,089""","""608,661""","""611,143""","""613,348""","""615,545""","""617,679""","""622,402""","""819,598""","""826,170""","""832,738""","""840,638""","""846,952""","""848,550""","""847,808""","""845,345""","""843,943""","""842,969""","""841,939""","""840,437""","""836,428""","""830,074""","""821,624""","""808,576""","""788,659""","""756,275""","""738,403""","""733,454""","""728,496""","""723,340""","""721,504""","""721,231""","""722,899""","""726,034""","""730,529""","""732,996""","""734,492""","""734,147""","""744,683""","""743,711""","""743,490""","""744,779""","""746,213""","""750,008""","""757,273""","""765,285""","""771,406""","""774,988""","""776,378""","""776,888""","""776,679""","""776,964""","""778,096""","""789,349""","""791,566""","""796,635""","""800,422""","""801,799""","""804,165"""
20,서울,강북지역,동북권,강북구,"""495,000""","""496,847""","""498,750""","""500,042""","""499,917""","""500,583""","""508,569""","""512,236""","""513,611""","""514,361""","""514,944""","""516,681""","""518,278""","""522,319""","""523,861""","""525,222""","""526,583""","""530,847""","""692,066""","""696,157""","""699,603""","""702,050""","""702,711""","""702,793""","""702,777""","""702,132""","""700,545""","""700,116""","""700,190""","""699,215""","""695,116""","""690,207""","""684,835""","""674,256""","""653,512""","""628,304""","""609,757""","""600,174""","""592,740""","""587,844""","""585,820""","""585,646""","""586,025""","""586,797""","""587,277""","""587,806""","""587,265""","""586,036""","""583,773""","""582,658""","""581,888""","""581,707""","""581,731""","""582,938""","""585,265""","""589,711""","""593,749""","""595,607""","""595,845""","""595,745""","""595,276""","""594,853""","""595,115""","""591,716""","""591,746""","""593,746""","""595,519""","""596,307""","""596,845"""
21,서울,강북지역,동북권,도봉구,"""420,883""","""422,419""","""424,285""","""425,803""","""425,829""","""426,723""","""432,455""","""435,491""","""436,295""","""436,875""","""437,402""","""438,554""","""440,214""","""443,920""","""447,009""","""448,964""","""451,598""","""455,955""","""667,923""","""676,167""","""681,606""","""685,023""","""687,063""","""687,760""","""687,538""","""687,023""","""686,023""","""685,172""","""684,805""","""684,602""","""680,760""","""674,163""","""665,525""","""653,357""","""632,113""","""603,665""","""587,650""","""579,946""","""573,049""","""567,776""","""564,614""","""563,637""","""564,108""","""565,157""","""566,318""","""567,000""","""566,946""","""565,632""","""564,637""","""563,090""","""562,314""","""561,812""","""561,363""","""561,354""","""562,552""","""564,704""","""567,238""","""567,919""","""568,933""","""569,336""","""569,067""","""568,839""","""569,175""","""572,265""","""572,404""","""573,139""","""574,570""","""575,516""","""575,682"""
22,서울,강북지역,동북권,노원구,"""467,222""","""468,846""","""470,932""","""472,685""","""472,710""","""473,617""","""480,086""","""483,210""","""484,531""","""485,395""","""486,340""","""488,586""","""490,833""","""495,278""","""498,951""","""502,623""","""506,691""","""514,914""","""695,432""","""705,035""","""712,228""","""718,152""","""722,041""","""723,905""","""723,242""","""722,215""","""721,405""","""721,111""","""720,231""","""718,853""","""714,742""","""707,755""","""698,204""","""685,552""","""664,035""","""631,024""","""617,062""","""612,632""","""609,761""","""608,645""","""609,774""","""610,532""","""610,855""","""611,298""","""613,565""","""614,317""","""614,132""","""612,858""","""616,085""","""614,968""","""614,513""","""614,516""","""614,608""","""615,974""","""618,577""","""623,304""","""627,608""","""629,516""","""630,780""","""631,013""","""630,563""","""630,148""","""630,132""","""625,802""","""625,863""","""628,066""","""630,789""","""631,934""","""633,396"""
23,서울,강북지역,서북권,서북권,"""764,497""","""766,171""","""767,381""","""766,847""","""765,161""","""764,905""","""774,441""","""778,785""","""781,597""","""783,191""","""784,052""","""786,655""","""789,379""","""795,643""","""798,861""","""801,258""","""803,866""","""810,576""","""956,231""","""963,766""","""971,238""","""981,723""","""989,903""","""991,224""","""990,735""","""989,181""","""987,830""","""987,322""","""986,630""","""985,148""","""980,850""","""973,320""","""963,481""","""951,420""","""933,664""","""900,877""","""880,891""","""870,922""","""863,685""","""859,097""","""857,792""","""858,756""","""861,782""","""866,484""","""871,513""","""874,814""","""876,147""","""874,864""","""874,227""","""872,477""","""873,115""","""875,427""","""878,013""","""885,135""","""899,265""","""912,463""","""921,008""","""926,527""","""929,343""","""929,988""","""930,115""","""930,867""","""936,347""","""949,600""","""955,405""","""972,352""","""985,193""","""988,361""","""995,525"""
24,서울,강북지역,서북권,은평구,"""601,337""","""602,496""","""603,490""","""603,612""","""603,653""","""603,929""","""610,286""","""613,449""","""616,367""","""617,337""","""618,031""","""619,663""","""621,398""","""625,051""","""627,041""","""629,459""","""631,561""","""635,510""","""797,275""","""805,220""","""812,560""","""820,038""","""826,791""","""827,077""","""826,275""","""824,308""","""823,192""","""822,973""","""822,615""","""821,082""","""816,385""","""809,198""","""800,088""","""786,725""","""767,835""","""739,330""","""712,715""","""705,332""","""699,627""","""695,446""","""694,409""","""694,720""","""696,238""","""698,731""","""702,528""","""704,715""","""705,705""","""705,238""","""708,212""","""706,348""","""706,066""","""706,722""","""707,566""","""712,722""","""720,399""","""726,096""","""731,187""","""733,631""","""735,455""","""735,177""","""734,662""","""734,242""","""734,399""","""748,183""","""748,797""","""751,980""","""754,020""","""754,866""","""755,663"""
25,서울,강북지역,서북권,서대문구,"""643,739""","""644,826""","""645,804""","""645,533""","""644,891""","""644,891""","""651,022""","""655,065""","""657,641""","""658,402""","""659,000""","""660,500""","""662,261""","""664,859""","""666,489""","""667,728""","""668,935""","""672,652""","""914,506""","""919,218""","""923,718""","""932,420""","""938,879""","""940,270""","""940,121""","""938,408""","""936,632""","""935,920""","""934,552""","""932,753""","""928,891""","""922,057""","""911,925""","""900,609""","""883,667""","""852,086""","""838,867""","""827,740""","""820,724""","""815,155""","""812,989""","""811,260""","""812,166""","""813,657""","""817,122""","""819,575""","""820,823""","""819,331""","""815,060""","""813,348""","""813,277""","""814,620""","""816,641""","""822,668""","""836,005""","""846,212""","""852,527""","""857,788""","""859,723""","""859,951""","""860,005""","""860,342""","""862,940""","""882,121""","""884,058""","""890,437""","""895,579""","""897,721""","""901,542"""
26,서울,강북지역,서북권,마포구,"""986,221""","""988,750""","""990,308""","""989,048""","""985,192""","""984,317""","""998,962""","""1,004,481""","""1,007,385""","""1,010,106""","""1,011,298""","""1,015,510""","""1,019,750""","""1,030,865""","""1,036,260""","""1,039,510""","""1,043,577""","""1,054,750""","""1,134,507""","""1,144,094""","""1,154,232""","""1,168,941""","""1,179,877""","""1,182,064""","""1,181,567""","""1,180,517""","""1,179,320""","""1,178,729""","""1,178,315""","""1,177,153""","""1,172,837""","""1,164,404""","""1,154,163""","""1,142,631""","""1,125,192""","""1,087,532""","""1,068,986""","""1,057,657""","""1,048,845""","""1,044,723""","""1,043,906""","""1,047,751""","""1,053,944""","""1,063,376""","""1,070,850""","""1,075,883""","""1,077,596""","""1,075,751""","""1,074,950""","""1,073,271""","""1,075,344""","""1,079,977""","""1,084,624""","""1,094,454""","""1,115,115""","""1,137,651""","""1,151,216""","""1,159,743""","""1,164,206""","""1,166,041""","""1,166,812""","""1,168,977""","""1,181,725""","""1,195,046""","""1,209,032""","""1,247,945""","""1,277,505""","""1,283,716""","""1,299,693"""
27,서울,강남지역,강남지역,강남지역,"""1,048,388""","""1,047,246""","""1,045,394""","""1,039,446""","""1,034,452""","""1,036,102""","""1,048,209""","""1,052,860""","""1,055,158""","""1,055,837""","""1,056,709""","""1,060,180""","""1,065,763""","""1,073,630""","""1,077,069""","""1,083,244""","""1,091,206""","""1,106,871""","""1,279,123""","""1,291,275""","""1,306,537""","""1,319,575""","""1,329,249""","""1,333,947""","""1,334,619""","""1,333,899""","""1,333,648""","""1,334,455""","""1,331,397""","""1,331,181""","""1,330,138""","""1,326,662""","""1,318,604""","""1,302,710""","""1,278,114""","""1,247,899""","""1,219,668""","""1,207,001""","""1,201,511""","""1,199,662""","""1,204,826""","""1,211,821""","""1,218,288""","""1,227,498""","""1,235,650""","""1,241,244""","""1,242,953""","""1,241,202""","""1,240,252""","""1,238,920""","""1,239,486""","""1,242,867""","""1,247,061""","""1,257,005""","""1,280,493""","""1,306,031""","""1,321,799""","""1,330,563""","""1,336,158""","""1,338,900""","""1,340,602""","""1,351,803""","""1,382,240""","""1,402,808""","""1,420,467""","""1,464,326""","""1,490,684""","""1,501,951""","""1,513,411"""
