8,서울,서울,서울,서울,"""457,988""","""459,219""","""460,070""","""460,497""","""461,054""","""462,242""","""464,581""","""467,949""","""470,937""","""473,167""","""477,413""","""482,445""","""486,357""","""489,337""","""491,824""","""492,800""","""493,477""","""498,336""","""615,578""","""620,146""","""624,717""","""629,079""","""632,236""","""634,037""","""634,243""","""633,623""","""632,942""","""632,526""","""633,378""","""633,158""","""632,493""","""630,770""","""626,271""","""616,941""","""599,107""","""570,174""","""543,462""","""525,088""","""514,444""","""510,770""","""510,718""","""511,453""","""512,936""","""516,141""","""520,244""","""523,985""","""528,160""","""530,611""","""534,692""","""535,599""","""537,038""","""538,701""","""540,870""","""544,248""","""549,213""","""553,946""","""557,543""","""560,404""","""561,826""","""562,116""","""562,176""","""562,638""","""563,865""","""571,046""","""571,987""","""573,722""","""575,390""","""576,835""","""579,256"""
9,서울,강북지역,강북지역,강북지역,"""383,281""","""384,171""","""384,962""","""385,483""","""385,719""","""386,508""","""387,984""","""390,081""","""392,171""","""393,872""","""395,756""","""398,998""","""401,488""","""403,440""","""404,853""","""406,032""","""407,083""","""408,944""","""528,987""","""532,434""","""536,166""","""539,741""","""542,687""","""543,875""","""544,013""","""543,355""","""542,639""","""542,294""","""542,079""","""541,697""","""540,954""","""539,328""","""535,550""","""528,234""","""513,472""","""488,304""","""467,917""","""455,445""","""447,071""","""443,093""","""441,543""","""441,220""","""442,188""","""444,877""","""449,069""","""452,663""","""456,326""","""458,372""","""463,139""","""464,742""","""466,466""","""468,348""","""470,600""","""474,118""","""478,765""","""482,947""","""486,183""","""488,915""","""490,300""","""490,335""","""490,243""","""490,062""","""490,615""","""494,857""","""495,453""","""496,549""","""497,766""","""498,635""","""499,974"""
10,서울,강북지역,도심권,도심권,"""562,210""","""563,436""","""564,308""","""564,962""","""565,326""","""566,372""","""567,918""","""569,906""","""571,758""","""573,507""","""575,528""","""580,651""","""584,115""","""586,267""","""588,252""","""589,329""","""589,852""","""591,151""","""726,628""","""731,923""","""737,461""","""743,471""","""748,567""","""750,192""","""750,285""","""749,433""","""747,872""","""746,911""","""747,050""","""746,180""","""744,880""","""742,252""","""736,849""","""727,831""","""709,419""","""678,949""","""654,341""","""640,059""","""628,000""","""622,324""","""620,273""","""619,360""","""619,744""","""622,404""","""626,981""","""630,647""","""634,747""","""637,187""","""651,971""","""652,965""","""655,069""","""657,973""","""660,426""","""665,637""","""672,376""","""678,372""","""683,234""","""686,922""","""689,108""","""690,134""","""690,728""","""691,075""","""692,105""","""694,964""","""696,210""","""697,938""","""701,189""","""702,374""","""703,996"""
11,서울,강북지역,도심권,종로구,"""586,403""","""587,125""","""588,306""","""588,917""","""589,361""","""590,625""","""592,292""","""592,708""","""593,597""","""594,347""","""595,569""","""599,639""","""602,222""","""603,417""","""603,778""","""604,278""","""604,417""","""604,847""","""615,663""","""620,913""","""625,763""","""631,013""","""635,275""","""636,475""","""636,363""","""634,475""","""633,859""","""633,104""","""632,641""","""631,054""","""629,541""","""625,679""","""619,304""","""611,004""","""599,279""","""580,996""","""562,009""","""548,885""","""536,317""","""531,836""","""530,848""","""531,256""","""531,522""","""532,498""","""535,979""","""538,510""","""540,670""","""541,016""","""541,394""","""541,565""","""542,455""","""543,028""","""544,626""","""548,796""","""553,528""","""559,207""","""563,451""","""566,317""","""566,855""","""567,062""","""567,477""","""567,026""","""567,416""","""568,747""","""569,410""","""570,940""","""571,988""","""572,120""","""572,072"""
12,서울,강북지역,도심권,중구,"""487,586""","""488,814""","""489,393""","""489,493""","""489,507""","""489,671""","""490,671""","""492,571""","""493,957""","""495,257""","""496,900""","""500,329""","""502,343""","""503,729""","""504,443""","""504,643""","""504,757""","""505,186""","""644,880""","""648,960""","""653,480""","""660,290""","""665,520""","""666,730""","""666,600""","""666,100""","""664,350""","""663,290""","""663,130""","""662,700""","""661,180""","""659,260""","""652,510""","""641,890""","""624,100""","""590,599""","""575,622""","""561,650""","""552,456""","""546,767""","""543,927""","""543,135""","""543,908""","""546,192""","""549,758""","""552,805""","""555,258""","""556,019""","""553,698""","""554,240""","""555,965""","""557,229""","""560,764""","""565,761""","""571,108""","""574,986""","""579,584""","""583,893""","""586,210""","""587,238""","""587,827""","""587,537""","""588,556""","""585,275""","""586,140""","""587,401""","""588,590""","""588,905""","""589,383"""
13,서울,강북지역,도심권,용산구,"""596,085""","""597,524""","""598,439""","""599,439""","""599,976""","""601,451""","""603,268""","""605,976""","""608,512""","""610,951""","""613,537""","""620,110""","""624,805""","""627,817""","""631,244""","""633,085""","""634,012""","""636,195""","""845,874""","""852,042""","""858,678""","""864,552""","""870,021""","""872,175""","""872,538""","""872,021""","""870,063""","""869,056""","""869,741""","""868,965""","""867,937""","""865,503""","""861,587""","""853,287""","""830,699""","""795,531""","""762,719""","""747,568""","""733,712""","""727,384""","""725,315""","""723,582""","""723,747""","""727,616""","""733,534""","""738,281""","""744,651""","""749,473""","""781,656""","""783,417""","""786,450""","""791,781""","""793,934""","""799,861""","""808,676""","""816,344""","""821,728""","""825,424""","""828,411""","""829,881""","""830,576""","""831,808""","""833,192""","""843,987""","""845,829""","""848,007""","""853,967""","""856,362""","""859,730"""
14,서울,강북지역,동북권,동북권,"""345,148""","""345,773""","""346,478""","""346,900""","""346,999""","""347,647""","""348,903""","""350,726""","""352,708""","""354,380""","""355,938""","""358,484""","""360,515""","""362,381""","""363,727""","""365,029""","""366,250""","""368,211""","""482,398""","""485,425""","""488,739""","""491,524""","""493,802""","""494,933""","""495,133""","""494,589""","""494,061""","""493,939""","""493,770""","""493,554""","""493,084""","""491,946""","""489,181""","""482,640""","""469,207""","""446,160""","""425,903""","""413,246""","""404,915""","""400,752""","""399,000""","""398,577""","""399,361""","""401,850""","""405,986""","""409,426""","""413,203""","""415,091""","""418,388""","""420,254""","""421,897""","""423,434""","""425,568""","""428,505""","""432,579""","""436,667""","""439,506""","""442,017""","""443,219""","""443,118""","""442,917""","""442,571""","""442,962""","""445,702""","""446,096""","""447,149""","""448,198""","""449,147""","""450,482"""
15,서울,강북지역,동북권,성동구,"""496,627""","""497,863""","""499,137""","""500,431""","""500,775""","""502,049""","""504,402""","""508,294""","""511,304""","""514,480""","""516,912""","""521,284""","""524,843""","""527,559""","""529,559""","""531,137""","""532,441""","""535,137""","""730,310""","""733,519""","""736,548""","""740,629""","""744,033""","""745,748""","""746,967""","""747,305""","""747,033""","""747,295""","""747,586""","""747,990""","""748,414""","""748,190""","""746,010""","""739,695""","""724,857""","""694,290""","""664,129""","""640,271""","""624,690""","""618,438""","""617,876""","""618,643""","""620,686""","""628,219""","""638,757""","""647,638""","""659,324""","""663,276""","""665,505""","""671,724""","""675,548""","""678,490""","""681,605""","""687,900""","""699,143""","""709,610""","""717,386""","""725,448""","""729,567""","""728,443""","""727,210""","""725,652""","""727,243""","""724,374""","""724,791""","""725,152""","""726,384""","""727,209""","""730,995"""
16,서울,강북지역,동북권,광진구,"""570,732""","""571,244""","""571,659""","""572,268""","""572,305""","""573,463""","""575,098""","""578,085""","""580,524""","""582,256""","""583,793""","""587,817""","""590,195""","""593,707""","""595,341""","""596,732""","""597,890""","""599,805""","""696,293""","""699,571""","""704,757""","""708,629""","""711,386""","""713,736""","""714,314""","""713,171""","""712,621""","""712,257""","""712,157""","""711,493""","""710,657""","""708,893""","""706,450""","""699,907""","""687,264""","""660,406""","""627,682""","""605,489""","""585,951""","""578,059""","""573,038""","""572,266""","""573,865""","""579,334""","""584,003""","""589,403""","""594,230""","""596,699""","""594,744""","""598,312""","""599,993""","""601,156""","""603,101""","""608,256""","""612,188""","""618,876""","""623,542""","""627,569""","""628,576""","""629,760""","""630,447""","""630,413""","""631,767""","""627,856""","""629,460""","""634,312""","""638,017""","""640,614""","""643,272"""
17,서울,강북지역,동북권,동대문구,"""372,472""","""373,075""","""374,151""","""374,632""","""374,745""","""375,160""","""376,160""","""377,783""","""380,283""","""381,557""","""382,925""","""385,340""","""386,925""","""388,283""","""389,217""","""389,689""","""389,953""","""391,821""","""490,985""","""493,728""","""498,650""","""501,340""","""503,586""","""504,717""","""504,987""","""505,069""","""504,364""","""504,476""","""504,602""","""504,515""","""503,573""","""501,719""","""497,938""","""491,893""","""479,987""","""458,221""","""439,033""","""427,932""","""421,361""","""417,378""","""414,478""","""413,540""","""415,467""","""418,348""","""423,451""","""428,267""","""432,215""","""435,768""","""442,259""","""443,595""","""445,005""","""447,753""","""450,869""","""452,865""","""456,269""","""460,467""","""462,135""","""463,898""","""464,214""","""462,754""","""461,010""","""459,899""","""459,332""","""469,837""","""470,276""","""471,109""","""472,247""","""473,011""","""474,319"""
18,서울,강북지역,동북권,중랑구,"""300,213""","""300,404""","""300,511""","""300,553""","""300,532""","""300,723""","""301,277""","""302,745""","""304,245""","""305,415""","""306,245""","""308,277""","""309,606""","""311,202""","""312,181""","""313,117""","""313,670""","""314,798""","""404,683""","""406,551""","""408,277""","""409,666""","""410,506""","""410,923""","""411,580""","""411,340""","""411,426""","""411,203""","""411,174""","""411,378""","""411,075""","""410,235""","""408,024""","""403,224""","""394,338""","""378,286""","""364,196""","""356,712""","""351,454""","""348,437""","""346,946""","""346,803""","""347,280""","""348,358""","""350,568""","""352,326""","""353,823""","""354,414""","""357,795""","""358,453""","""359,111""","""360,979""","""363,479""","""365,563""","""367,757""","""370,009""","""372,215""","""373,931""","""374,878""","""375,375""","""375,493""","""375,403""","""375,445""","""382,039""","""382,586""","""383,361""","""384,065""","""384,424""","""384,638"""
19,서울,강북지역,동북권,성북구,"""372,027""","""372,911""","""373,991""","""374,866""","""375,223""","""375,848""","""377,161""","""379,134""","""381,875""","""384,188""","""386,580""","""389,339""","""392,241""","""394,571""","""396,777""","""398,911""","""401,080""","""404,143""","""518,231""","""521,834""","""525,349""","""528,646""","""531,463""","""532,258""","""531,664""","""530,231""","""529,017""","""528,354""","""528,100""","""527,463""","""526,786""","""524,545""","""519,343""","""508,753""","""489,758""","""457,792""","""435,438""","""424,875""","""418,766""","""415,950""","""414,816""","""414,450""","""415,169""","""417,367""","""420,505""","""423,316""","""425,598""","""426,858""","""434,061""","""434,953""","""436,166""","""437,612""","""439,535""","""442,423""","""445,740""","""448,628""","""451,290""","""453,379""","""454,306""","""454,205""","""454,502""","""454,093""","""453,820""","""459,851""","""460,353""","""461,406""","""462,229""","""463,394""","""464,406"""
20,서울,강북지역,동북권,강북구,"""312,653""","""313,944""","""315,222""","""316,125""","""316,861""","""318,125""","""319,514""","""321,903""","""323,750""","""324,792""","""325,986""","""328,236""","""329,903""","""331,819""","""333,014""","""333,889""","""334,750""","""336,986""","""430,149""","""432,533""","""434,880""","""437,533""","""439,525""","""440,426""","""440,715""","""440,161""","""439,674""","""439,839""","""439,517""","""438,628""","""437,860""","""437,000""","""434,116""","""424,669""","""406,174""","""382,181""","""365,525""","""352,872""","""344,902""","""341,709""","""340,630""","""340,266""","""340,654""","""341,339""","""343,000""","""343,433""","""345,193""","""345,590""","""345,982""","""346,752""","""348,282""","""349,659""","""351,313""","""354,290""","""356,827""","""358,412""","""360,373""","""361,496""","""361,935""","""361,473""","""361,242""","""361,379""","""361,895""","""362,496""","""362,208""","""362,375""","""362,580""","""363,246""","""363,909"""
21,서울,강북지역,동북권,도봉구,"""246,929""","""247,384""","""247,625""","""247,804""","""247,866""","""248,281""","""249,076""","""249,808""","""250,844""","""251,969""","""253,353""","""254,607""","""255,491""","""256,232""","""256,661""","""257,018""","""257,259""","""257,982""","""353,416""","""355,471""","""357,896""","""359,774""","""361,443""","""362,249""","""362,837""","""362,747""","""362,262""","""362,624""","""362,425""","""362,380""","""362,100""","""361,317""","""359,597""","""354,647""","""343,394""","""328,335""","""313,287""","""303,628""","""296,646""","""292,570""","""289,991""","""289,036""","""289,018""","""290,072""","""291,592""","""293,238""","""294,296""","""295,592""","""296,395""","""297,157""","""297,780""","""298,336""","""299,300""","""300,668""","""301,386""","""303,157""","""303,453""","""303,726""","""304,345""","""304,381""","""304,112""","""304,430""","""304,933""","""307,964""","""308,184""","""309,090""","""309,834""","""310,731""","""311,498"""
22,서울,강북지역,동북권,노원구,"""274,284""","""274,660""","""275,173""","""275,099""","""274,920""","""275,438""","""276,648""","""277,883""","""279,389""","""280,815""","""282,080""","""284,315""","""286,228""","""287,951""","""289,290""","""291,031""","""292,895""","""294,870""","""364,043""","""368,016""","""371,364""","""373,984""","""376,261""","""377,418""","""376,864""","""375,834""","""375,363""","""374,982""","""374,417""","""374,124""","""373,580""","""372,802""","""370,814""","""365,558""","""353,424""","""333,142""","""318,165""","""308,936""","""304,174""","""300,720""","""299,966""","""299,423""","""299,337""","""299,961""","""303,738""","""305,908""","""309,128""","""310,590""","""315,945""","""317,310""","""319,279""","""320,017""","""321,931""","""324,048""","""328,526""","""331,940""","""334,225""","""335,967""","""337,043""","""337,528""","""337,993""","""337,990""","""338,386""","""337,852""","""337,921""","""338,531""","""339,180""","""339,943""","""340,756"""
23,서울,강북지역,서북권,서북권,"""429,093""","""430,722""","""431,768""","""432,560""","""433,200""","""434,342""","""436,529""","""439,602""","""442,169""","""443,947""","""446,867""","""451,584""","""455,172""","""457,322""","""458,699""","""459,508""","""460,230""","""462,013""","""553,971""","""557,607""","""561,542""","""566,070""","""569,768""","""570,874""","""570,854""","""569,966""","""569,179""","""568,524""","""567,964""","""567,372""","""566,134""","""563,626""","""557,760""","""549,112""","""532,492""","""504,051""","""484,764""","""473,862""","""467,452""","""464,978""","""464,299""","""464,606""","""466,441""","""469,732""","""473,868""","""477,870""","""480,950""","""483,236""","""486,061""","""487,244""","""488,987""","""491,295""","""493,776""","""498,019""","""503,144""","""506,571""","""510,041""","""512,869""","""514,333""","""514,201""","""514,039""","""514,036""","""514,792""","""522,853""","""523,663""","""524,524""","""525,071""","""525,532""","""526,722"""
24,서울,강북지역,서북권,은평구,"""359,480""","""360,347""","""360,847""","""361,235""","""361,500""","""361,980""","""363,173""","""364,918""","""366,571""","""368,112""","""369,898""","""373,163""","""375,704""","""377,929""","""379,653""","""381,622""","""383,194""","""385,444""","""462,310""","""466,140""","""469,365""","""472,904""","""475,832""","""476,739""","""476,387""","""475,912""","""475,154""","""474,253""","""473,274""","""472,609""","""471,527""","""469,213""","""463,729""","""454,389""","""438,955""","""412,420""","""394,597""","""387,424""","""382,159""","""379,632""","""379,102""","""379,392""","""381,113""","""383,352""","""385,940""","""389,966""","""392,507""","""394,489""","""400,578""","""402,163""","""404,148""","""406,951""","""409,346""","""413,921""","""418,725""","""420,235""","""423,352""","""425,887""","""426,965""","""426,528""","""426,574""","""426,306""","""426,360""","""435,512""","""436,379""","""437,196""","""437,785""","""438,260""","""438,824"""
25,서울,강북지역,서북권,서대문구,"""378,967""","""379,413""","""379,837""","""380,120""","""380,283""","""380,728""","""381,859""","""383,565""","""384,587""","""385,978""","""387,957""","""391,120""","""393,359""","""394,837""","""395,880""","""396,707""","""396,967""","""397,924""","""538,055""","""541,098""","""544,095""","""548,124""","""551,408""","""552,328""","""552,563""","""551,023""","""550,368""","""549,793""","""549,425""","""548,822""","""547,437""","""544,534""","""538,799""","""530,339""","""513,385""","""485,879""","""464,591""","""453,061""","""447,497""","""444,508""","""442,906""","""442,547""","""443,265""","""445,718""","""449,403""","""453,492""","""455,845""","""457,713""","""457,630""","""458,908""","""461,022""","""463,288""","""466,168""","""469,326""","""474,418""","""477,260""","""480,499""","""483,597""","""484,815""","""484,402""","""484,059""","""484,397""","""485,060""","""498,258""","""498,726""","""499,158""","""499,563""","""499,968""","""500,668"""
26,서울,강북지역,서북권,마포구,"""522,644""","""525,774""","""527,726""","""529,226""","""530,524""","""532,721""","""536,500""","""541,663""","""546,125""","""548,385""","""552,923""","""559,971""","""565,413""","""568,010""","""569,356""","""569,221""","""569,606""","""571,635""","""649,793""","""653,764""","""659,138""","""664,980""","""669,724""","""671,167""","""671,227""","""670,527""","""669,601""","""669,099""","""668,749""","""668,232""","""666,980""","""664,635""","""658,315""","""650,128""","""632,729""","""601,778""","""583,606""","""569,859""","""561,695""","""559,704""","""559,676""","""560,563""","""563,451""","""568,408""","""574,329""","""578,235""","""582,423""","""585,338""","""587,697""","""588,436""","""589,647""","""591,541""","""593,761""","""598,619""","""604,064""","""609,725""","""613,711""","""616,578""","""618,601""","""618,982""","""618,784""","""618,734""","""620,206""","""625,220""","""626,275""","""627,550""","""628,183""","""628,679""","""630,876"""
27,서울,강남지역,강남지역,강남지역,"""521,397""","""522,916""","""523,818""","""524,164""","""524,995""","""526,521""","""529,593""","""534,040""","""537,790""","""540,469""","""546,720""","""553,271""","""558,390""","""562,243""","""565,641""","""566,443""","""566,804""","""574,207""","""698,967""","""704,613""","""709,992""","""715,113""","""718,473""","""720,864""","""721,136""","""720,554""","""719,905""","""719,422""","""721,301""","""721,236""","""720,647""","""718,831""","""713,637""","""702,367""","""681,575""","""649,016""","""616,511""","""592,428""","""579,590""","""576,210""","""577,608""","""579,364""","""581,346""","""585,049""","""589,068""","""592,949""","""597,620""","""600,462""","""604,172""","""604,405""","""605,566""","""607,017""","""609,104""","""612,347""","""617,620""","""622,888""","""626,837""","""629,823""","""631,281""","""631,819""","""632,026""","""633,111""","""634,993""","""644,815""","""646,089""","""648,443""","""650,547""","""652,550""","""656,019"""
28,서울,강남지역,서남권,서남권,"""392,729""","""393,111""","""393,600""","""393,856""","""393,951""","""394,447""","""395,623""","""397,799""","""399,874""","""401,723""","""404,415""","""407,954""","""410,546""","""412,657""","""414,211""","""415,217""","""415,718""","""417,800""","""524,747""","""528,830""","""532,413""","""536,121""","""538,545""","""540,717""","""540,840""","""540,321""","""539,373""","""538,867""","""538,688""","""538,159""","""537,373""","""536,104""","""532,988""","""526,586""","""511,858""","""487,937""","""464,133""","""443,799""","""432,239""","""429,213""","""428,868""","""429,811""","""430,828""","""433,087""","""435,856""","""439,180""","""443,082""","""445,525""","""446,555""","""447,432""","""448,868""","""450,462""","""452,264""","""455,036""","""459,703""","""463,893""","""466,821""","""468,884""","""469,900""","""470,088""","""470,115""","""470,603""","""471,777""","""478,039""","""479,077""","""480,973""","""482,533""","""484,030""","""485,708"""
29,서울,강남지역,서남권,양천구,"""465,807""","""466,857""","""466,379""","""465,564""","""464,743""","""464,793""","""466,271""","""468,000""","""469,807""","""471,336""","""473,414""","""477,086""","""479,000""","""480,614""","""481,986""","""482,979""","""482,693""","""482,814""","""628,315""","""634,637""","""638,089""","""643,560""","""646,847""","""650,310""","""650,657""","""649,335""","""647,141""","""645,847""","""645,069""","""643,492""","""641,790""","""639,956""","""635,835""","""627,181""","""611,238""","""580,855""","""540,430""","""518,694""","""506,694""","""503,422""","""503,760""","""506,008""","""508,194""","""510,771""","""515,128""","""519,717""","""526,713""","""530,306""","""531,341""","""531,919""","""533,314""","""535,388""","""537,295""","""540,566""","""546,054""","""551,093""","""555,372""","""559,430""","""561,403""","""562,112""","""562,729""","""564,105""","""566,248""","""574,327""","""576,135""","""577,881""","""579,346""","""580,977""","""584,438"""
30,서울,강남지역,서남권,강서구,"""354,394""","""354,894""","""355,500""","""355,955""","""355,955""","""356,348""","""357,212""","""358,932""","""360,720""","""362,432""","""364,606""","""366,773""","""368,455""","""370,045""","""371,361""","""371,898""","""372,452""","""373,545""","""491,452""","""495,426""","""498,676""","""501,691""","""503,936""","""506,701""","""506,690""","""506,289""","""504,662""","""503,485""","""503,162""","""502,572""","""501,598""","""500,660""","""497,899""","""491,897""","""480,339""","""460,145""","""433,234""","""414,901""","""400,328""","""396,769""","""395,381""","""395,259""","""396,133""","""398,163""","""400,994""","""404,981""","""409,209""","""411,693""","""412,913""","""413,345""","""414,454""","""415,598""","""417,244""","""419,463""","""423,000""","""426,623""","""429,146""","""430,783""","""431,932""","""432,593""","""432,888""","""433,339""","""434,419""","""442,215""","""443,423""","""444,680""","""446,751""","""448,464""","""449,650"""
